4096, 32, 9.99556025250909
4096, 64, 19.634136210285714
4096, 128, 37.27158060257627
4096, 256, 68.719476736
4096, 512, 111.34294964820253
4096, 1024, 152.9755308210087
4096, 2048, 167.5446289944381
4096, 4096, 204.5603028420465
4096, 8192, 216.51921285435077
4096, 16384, 242.0249154863766
4096, 32768, 240.88573103179803
32, 4096, 8.457781752123077
64, 4096, 16.65926708751515
128, 4096, 30.97215852890141
256, 4096, 57.11748715719481
512, 4096, 96.6603628814066
1024, 4096, 137.438953472
2048, 4096, 166.75057862005687
4096, 4096, 203.9673744280116
8192, 4096, 229.96321626687583
16384, 4096, 247.12465031664266
32768, 4096, 278.826128490001
