1024, 0.021262214336633663
2048, 0.04338350804040404
4096, 0.08547198599004975
8192, 0.1700977146930693
16384, 0.3368601800784314
32768, 0.6889170600100251
65536, 1.38129601479397
131072, 2.735103551681592
262144, 5.52518405917588
524288, 11.19095804352163
1048576, 21.935394070344138
2097152, 43.980465111040004
4194304, 86.66101499712316
8388608, 141.87246810012903
16777216, 210.36993775086398
33554432, 277.042299912063
67108864, 328.2507017033889
134217728, 360.17271492086496
268435456, 379.53814489891255
536870912, 390.32758080867535
