4096, 32, 2.3695247806698823
4096, 64, 4.729122950631834
4096, 128, 9.17590195596949
4096, 256, 18.43588592802619
4096, 512, 31.59641013907877
4096, 1024, 52.44807583429779
4096, 2048, 83.74459902278055
4096, 4096, 89.41186119969811
4096, 8192, 86.39576298097589
4096, 16384, 86.3601901230308
4096, 32768, 78.76990948928942
32, 4096, 3.885694391427885
64, 4096, 6.742243759280835
128, 4096, 11.78431162745035
256, 4096, 22.64512970663591
512, 4096, 39.53264699736632
1024, 4096, 58.88026281772146
2048, 4096, 75.69152349271899
4096, 4096, 89.32684940809148
8192, 4096, 97.43158473170392
16384, 4096, 101.13477801032278
32768, 4096, 104.08326540288465
