4096, 32, 2.476377540036036
4096, 64, 4.8436635584845815
4096, 128, 10.064179659276888
4096, 256, 19.590407621844097
4096, 512, 39.26827242057143
4096, 1024, 78.888726656574
4096, 2048, 139.06866438273516
4096, 4096, 211.31755008307508
4096, 8192, 265.2921552409576
4096, 16384, 210.44858071824746
4096, 32768, 199.2743197951547
32, 4096, 2.4988900631272726
64, 4096, 5.020601040073059
128, 4096, 9.99556025250909
256, 4096, 20.082404160292235
512, 4096, 40.16480832058447
1024, 4096, 79.6026517846878
2048, 4096, 141.87246810012903
4096, 4096, 211.6353208350797
8192, 4096, 284.89370112414576
16384, 4096, 345.7923546813956
32768, 4096, 385.84643825998086
