64,16,4096,128,128,os,4349,5.886
32,32,4096,128,128,os,4349,5.886
64,32,4096,128,128,os,4349,11.773
64,32,2048,128,128,os,2301,11.126
64,16,2048,128,128,os,2301,5.563
32,32,2048,128,128,os,2301,5.563
64,32,1024,128,128,os,1277,10.023
64,16,1024,128,128,os,1277,5.012
32,32,1024,128,128,os,1277,5.012
64,32,512,128,128,os,765,8.366
64,16,512,128,128,os,765,4.183
32,32,512,128,128,os,765,4.183
64,32,256,128,128,os,509,6.287
64,16,256,128,128,os,509,3.143
32,32,256,128,128,os,509,3.143
64,32,128,128,128,os,381,4.199
64,64,4096,128,128,os,4349,23.546
64,64,2048,128,128,os,2301,22.251
64,64,1024,128,128,os,1277,20.047
64,64,512,128,128,os,765,16.732
64,64,256,128,128,os,509,12.574
64,64,128,128,128,os,381,8.399
32,128,4096,128,128,os,4349,23.546
64,128,4096,128,128,os,4349,47.091
64,128,2048,128,128,os,2301,44.502
32,128,2048,128,128,os,2301,22.251
64,128,1024,128,128,os,1277,40.094
32,128,1024,128,128,os,1277,20.047
64,128,512,128,128,os,765,33.464
32,128,512,128,128,os,765,16.732
64,128,256,128,128,os,509,25.147
32,128,256,128,128,os,509,12.574
64,128,128,128,128,os,381,16.798
128,128,4096,128,128,os,4349,94.183
128,128,2048,128,128,os,2301,89.005
128,128,1024,128,128,os,1277,80.188
128,128,512,128,128,os,765,66.928
128,128,256,128,128,os,509,50.295
128,128,128,128,128,os,381,33.596
128,256,2048,128,128,os,4603,88.985
64,256,2048,128,128,os,4603,44.493
128,256,1024,128,128,os,2555,80.157
64,256,1024,128,128,os,2555,40.078
128,256,512,128,128,os,1531,66.884
64,256,512,128,128,os,1531,33.442
128,256,256,128,128,os,1019,50.245
64,256,256,128,128,os,1019,25.123
128,256,128,128,128,os,763,33.552
256,256,1024,128,128,os,5111,80.141
256,256,512,128,128,os,3063,66.863
256,256,256,128,128,os,2039,50.221
256,256,128,128,128,os,1527,33.53
128,512,1024,128,128,os,5111,80.141
256,512,512,128,128,os,6127,66.852
128,512,512,128,128,os,3063,66.863
256,512,256,128,128,os,4079,50.208
128,512,256,128,128,os,2039,50.221
256,512,128,128,128,os,3055,33.519
512,512,256,128,128,os,8159,50.202
512,512,128,128,128,os,6111,33.513
256,1024,256,128,128,os,8159,50.202
512,1024,128,128,128,os,12223,33.511
128,32,64,128,128,os,317,5.047
128,32,128,128,128,os,381,8.399
256,64,128,128,128,os,763,16.776
64,16,64,128,128,os,317,1.262
64,32,64,128,128,os,317,2.524
64,16,128,128,128,os,381,2.1
512,128,128,128,128,os,1527,33.53
1024,256,128,128,128,os,6111,33.513
8,2,4096,128,128,os,4349,0.092
8,4,4096,128,128,os,4349,0.184
8,8,4096,128,128,os,4349,0.368
1,1,128,128,128,os,381,0.002
1,1,2048,128,128,os,2301,0.005
1,1,1024,128,128,os,1277,0.005
8,2,1024,128,128,os,1277,0.078
8,2,512,128,128,os,765,0.065
8,4,1024,128,128,os,1277,0.157
8,4,512,128,128,os,765,0.131
8,8,1024,128,128,os,1277,0.313
8,8,512,128,128,os,765,0.261
8,2,2048,128,128,os,2301,0.087
8,4,2048,128,128,os,2301,0.174
8,8,2048,128,128,os,2301,0.348
8,64,4096,128,128,os,4349,2.943
1,64,128,128,128,os,381,0.131
1,64,2048,128,128,os,2301,0.348
1,64,1024,128,128,os,1277,0.313
8,64,1024,128,128,os,1277,2.506
8,64,512,128,128,os,765,2.092
8,64,2048,128,128,os,2301,2.781
2048,64,128,128,128,os,6111,16.757
512,64,128,128,128,os,1527,16.765
1024,64,128,128,128,os,3055,16.759
512,64,1024,128,128,os,5111,40.07
512,64,512,128,128,os,3063,33.431
1024,64,512,128,128,os,6127,33.426
8,32,4096,128,128,os,4349,1.472
1,32,128,128,128,os,381,0.066
1,1,1025,128,128,os,1278,0.005
1,32,2048,128,128,os,2301,0.174
1,32,1025,128,128,os,1278,0.157
8,32,1024,128,128,os,1277,1.253
8,32,512,128,128,os,765,1.046
8,32,2048,128,128,os,2301,1.391
8,128,4096,128,128,os,4349,5.886
1,128,128,128,128,os,381,0.262
8,128,1024,128,128,os,1277,5.012
8,128,512,128,128,os,765,4.183
8,128,2048,128,128,os,2301,5.563
1,64,1025,128,128,os,1278,0.313
8,16,4096,128,128,os,4349,0.736
1,2,128,128,128,os,381,0.004
1,2,2048,128,128,os,2301,0.011
1,2,1025,128,128,os,1278,0.01
8,16,1024,128,128,os,1277,0.626
8,16,512,128,128,os,765,0.523
8,16,2048,128,128,os,2301,0.695
1,4,128,128,128,os,381,0.008
1,8,128,128,128,os,381,0.016
1,4,2048,128,128,os,2301,0.022
1,4,1025,128,128,os,1278,0.02
1,8,2048,128,128,os,2301,0.043
1,8,1025,128,128,os,1278,0.039
1,16,128,128,128,os,381,0.033
1,16,2048,128,128,os,2301,0.087
1,16,1025,128,128,os,1278,0.078
8,256,1024,128,128,os,2555,5.01
8,256,512,128,128,os,1531,4.18
8,256,2048,128,128,os,4603,5.562
8,512,1024,128,128,os,5111,5.009
8,512,512,128,128,os,3063,4.179
8,1024,512,128,128,os,6127,4.178
16,4,4096,128,128,os,4349,0.368
16,16,4096,128,128,os,4349,1.472
16,128,4096,128,128,os,4349,11.773
32,16,4096,128,128,os,4349,2.943
32,2048,256,128,128,os,8159,12.551
64,2048,256,128,128,os,8159,25.101
128,2048,256,128,128,os,8159,50.202
128,8192,64,128,128,os,20351,20.127
16,256,2048,128,128,os,4603,11.123
1,256,128,128,128,os,763,0.262
2,2,1025,128,128,os,1278,0.02
2,8,1025,128,128,os,1278,0.078
2,16,1025,128,128,os,1278,0.157
2,64,1025,128,128,os,1278,0.627
16,4,512,128,128,os,765,0.261
16,16,512,128,128,os,765,1.046
16,128,512,128,128,os,765,8.366
16,512,512,128,128,os,3063,8.358
16,1024,512,128,128,os,6127,8.356
16,4,2048,128,128,os,2301,0.348
16,16,2048,128,128,os,2301,1.391
16,128,2048,128,128,os,2301,11.126
64,16,32,128,128,os,285,0.702
128,1024,128,128,128,os,3055,33.519
128,1024,512,128,128,os,6127,66.852
8,32,128,128,128,os,381,0.525
8,32,64,128,128,os,317,0.315
8,32,32,128,128,os,285,0.175
8,64,64,128,128,os,317,0.631
8,64,32,128,128,os,285,0.351
32,32,128,128,128,os,381,2.1
32,32,64,128,128,os,317,1.262
64,64,64,128,128,os,317,5.047
32,32,32,128,128,os,285,0.702
64,64,32,128,128,os,285,2.807
1,32,64,128,128,os,317,0.039
1,1,64,128,128,os,317,0.001
1,32,32,128,128,os,285,0.022
1,1,32,128,128,os,285,0.001
1,32,16,128,128,os,269,0.012
1,1,16,128,128,os,269,0.0
1,32,8,128,128,os,261,0.006
1,1,8,128,128,os,261,0.0
1,32,4,128,128,os,257,0.003
1,1,4,128,128,os,257,0.0
1,32,2,128,128,os,255,0.002
1,1,2,128,128,os,255,0.0
1,32,1,128,128,os,254,0.001
1,1,1,128,128,os,254,0.0
1,64,64,128,128,os,317,0.079
1,64,32,128,128,os,285,0.044
1,64,16,128,128,os,269,0.023
1,64,8,128,128,os,261,0.012
1,64,4,128,128,os,257,0.006
1,64,2,128,128,os,255,0.003
1,64,1,128,128,os,254,0.002
32,32,16,128,128,os,269,0.372
32,32,8,128,128,os,261,0.192
32,32,4,128,128,os,257,0.097
64,64,16,128,128,os,269,1.487
64,64,8,128,128,os,261,0.766
64,64,4,128,128,os,257,0.389
32,32,2,128,128,os,255,0.049
64,64,2,128,128,os,255,0.196
32,32,1,128,128,os,254,0.025
64,64,1,128,128,os,254,0.098
8,32,16,128,128,os,269,0.093
8,32,8,128,128,os,261,0.048
8,64,16,128,128,os,269,0.186
8,64,8,128,128,os,261,0.096
8,32,256,128,128,os,509,0.786
8,64,128,128,128,os,381,1.05
8,128,64,128,128,os,317,1.262
8,128,32,128,128,os,285,0.702
128,128,64,128,128,os,317,20.189
128,128,32,128,128,os,285,11.228
1,128,64,128,128,os,317,0.158
